sep_text pages_names subcategory content
*** "*page_ Chester_Nimitz_Jr." "*cat_ Joint_suicides" " Nimitz was born to Chester William Nimitz Sr .  and Catherine Vance (née Freeman) Nimitz at the Brooklyn Navy Yard Hospital in Brooklyn ,  New York , Nimitz attended the United States Naval Academy at Annapolis ,  Maryland ,  graduating with the class of 1936 . Nimitz married Joan Leona Labern at the Mare Island Naval Shipyard on 18 June 1938 . The couple had three daughters ,  Frances Mary ,    The health of Nimitz and his wife ,  Joan ,  deteriorated in their later years .  Joan was blind ,  and Nimitz had lost 30 pounds due to a prolonged stomach disorder .  He was also suffering from congestive heart failure .  On January 2 ,  2002 ,  Chester Nimitz Jr .  committed voluntary suicide with his wife Joan by ingesting a quantity of sleeping pills in their home at a retirement residence in Needham ,  Massachusetts . Our decision was made over a considerable period of time and was not carried out in acute desperation .  Nor is it the expression of a mental illness .  We have consciously ,  rationally ,  deliberately and of our own free will taken measures to end our lives today because of the physical limitations on our quality of life placed upon us by age ,  failing vision ,  osteoporosis ,  back and painful orthopedic problems . Nimitz and Joan are buried at Pleasant Hill Cemetery in Wellfleet ,  Massachusetts .  "
*** "*page_ Chester_Nimitz_Jr." "*cat_ Joint_suicides" " Nimitz was born to Chester William Nimitz Sr .  and Catherine Vance (née Freeman) Nimitz at the Brooklyn Navy Yard Hospital in Brooklyn ,  New York , Nimitz attended the United States Naval Academy at Annapolis ,  Maryland ,  graduating with the class of 1936 . Nimitz married Joan Leona Labern at the Mare Island Naval Shipyard on 18 June 1938 . The couple had three daughters ,  Frances Mary ,    The health of Nimitz and his wife ,  Joan ,  deteriorated in their later years .  Joan was blind ,  and Nimitz had lost 30 pounds due to a prolonged stomach disorder .  He was also suffering from congestive heart failure .  On January 2 ,  2002 ,  Chester Nimitz Jr .  committed voluntary suicide with his wife Joan by ingesting a quantity of sleeping pills in their home at a retirement residence in Needham ,  Massachusetts . Our decision was made over a considerable period of time and was not carried out in acute desperation .  Nor is it the expression of a mental illness .  We have consciously ,  rationally ,  deliberately and of our own free will taken measures to end our lives today because of the physical limitations on our quality of life placed upon us by age ,  failing vision ,  osteoporosis ,  back and painful orthopedic problems . Nimitz and Joan are buried at Pleasant Hill Cemetery in Wellfleet ,  Massachusetts .  "
*** "*page_ Emperor_Aizong_of_Jin" "*cat_ Suicides_in_China" " Ningjiasu was the third son of Emperor Xuanzong .  His mother was Emperor Xuanzong's concubine ,  Lady Wang (王氏) ,  who was posthumously honored as """"Empress Minghui"""" (明惠皇后) .  After Emperor Xuanzong ascended the throne ,  he gave the title """"Prince of Sui"""" (遂王) to Ningjiasu .  Emperor Xuanzong's eldest son and heir apparent ,  Wanyan Shouzhong (完顏守忠) ,  as well as Wanyan Shouzhong's son ,  both died prematurely ,  so in 1216 Emperor Xuanzong declared Ningjiasu ,  his next oldest surviving son ,  as his heir apparent .  Ningjiasu chose for himself the sinicized name """"Shouxu"""" (守緒) . When Emperor Xuanzong died in January 1224 ,  Wanyan Shouxu inherited the throne and became historically known as Emperor Aizong .     Emperor Aizong sensed that his doom was near but did not want to be remembered by history as the last emperor of the Jin dynasty ,  so he announced his decision to abdicate and pass his throne to Wanyan Chenglin (Wanyan Chengyi's brother) .  Wanyan Chenglin refused to accept ,  but the emperor insisted and said ,  """"I am fat and unable to ride on horseback into battle .  If the city falls ,  it will be difficult for me to escape on horseback .  You ,  on the other hand ,  are physically fit and strong .  Moreover ,  you are a talented military leader .  If you manage to escape ,  you can ensure that the dynasty lives on ,  and make a comeback in the future .  This is my wish . """" Wanyan Chenglin reluctantly accepted .  Aizong later committed suicide by hanging himself .  When Wanyan Chenglin received news of Emperor Aizong's death ,  he gathered his followers and held a ceremony to mourn the emperor and posthumously honor him with the temple name """"Aizong"""" .  By the time the ceremony ended ,  Caizhou had been overrun by Mongol forces .  Wanyan Chenglin was killed in action .  His death marked the end of the Jin dynasty . Emperor Aizong's remains were divided between the Mongol general Taghachar and the Song general Meng Gong (孟珙) .  Taghachar obtained Emperor Aizong's hands while the rest of the emperor's remains were taken back to Lin'an (臨安 ;  present-day Hangzhou ,  Zhejiang Province) ,  the capital of the Southern Song dynasty ,  and offered as a sacrifice in the Song emperors' ancestral temple .  Hong Zikui (洪咨夔) opposed his remains being sacrificed and instead proposed having Emperor Aizong's remains buried in a prison vault .  The Song imperial court eventually heeded Hong Zikui's suggestion and buried Emperor Aizong . Rashid-al-Din Hamadani's Jami' al-tawarikh provided a different account of the fate of Emperor Aizong's remains :  It stated that the emperor's body was cremated by his personal bodyguards and the ashes were dumped into the river .  "
*** "*page_ Emperor_Aizong_of_Jin" "*cat_ Suicides_in_China" " Ningjiasu was the third son of Emperor Xuanzong .  His mother was Emperor Xuanzong's concubine ,  Lady Wang (王氏) ,  who was posthumously honored as """"Empress Minghui"""" (明惠皇后) .  After Emperor Xuanzong ascended the throne ,  he gave the title """"Prince of Sui"""" (遂王) to Ningjiasu .  Emperor Xuanzong's eldest son and heir apparent ,  Wanyan Shouzhong (完顏守忠) ,  as well as Wanyan Shouzhong's son ,  both died prematurely ,  so in 1216 Emperor Xuanzong declared Ningjiasu ,  his next oldest surviving son ,  as his heir apparent .  Ningjiasu chose for himself the sinicized name """"Shouxu"""" (守緒) . When Emperor Xuanzong died in January 1224 ,  Wanyan Shouxu inherited the throne and became historically known as Emperor Aizong .     Emperor Aizong sensed that his doom was near but did not want to be remembered by history as the last emperor of the Jin dynasty ,  so he announced his decision to abdicate and pass his throne to Wanyan Chenglin (Wanyan Chengyi's brother) .  Wanyan Chenglin refused to accept ,  but the emperor insisted and said ,  """"I am fat and unable to ride on horseback into battle .  If the city falls ,  it will be difficult for me to escape on horseback .  You ,  on the other hand ,  are physically fit and strong .  Moreover ,  you are a talented military leader .  If you manage to escape ,  you can ensure that the dynasty lives on ,  and make a comeback in the future .  This is my wish . """" Wanyan Chenglin reluctantly accepted .  Aizong later committed suicide by hanging himself .  When Wanyan Chenglin received news of Emperor Aizong's death ,  he gathered his followers and held a ceremony to mourn the emperor and posthumously honor him with the temple name """"Aizong"""" .  By the time the ceremony ended ,  Caizhou had been overrun by Mongol forces .  Wanyan Chenglin was killed in action .  His death marked the end of the Jin dynasty . Emperor Aizong's remains were divided between the Mongol general Taghachar and the Song general Meng Gong (孟珙) .  Taghachar obtained Emperor Aizong's hands while the rest of the emperor's remains were taken back to Lin'an (臨安 ;  present-day Hangzhou ,  Zhejiang Province) ,  the capital of the Southern Song dynasty ,  and offered as a sacrifice in the Song emperors' ancestral temple .  Hong Zikui (洪咨夔) opposed his remains being sacrificed and instead proposed having Emperor Aizong's remains buried in a prison vault .  The Song imperial court eventually heeded Hong Zikui's suggestion and buried Emperor Aizong . Rashid-al-Din Hamadani's Jami' al-tawarikh provided a different account of the fate of Emperor Aizong's remains :  It stated that the emperor's body was cremated by his personal bodyguards and the ashes were dumped into the river .  "
*** "*page_ Emperor_Aizong_of_Jin" "*cat_ Suicides_in_China" " Ningjiasu was the third son of Emperor Xuanzong .  His mother was Emperor Xuanzong's concubine ,  Lady Wang (王氏) ,  who was posthumously honored as """"Empress Minghui"""" (明惠皇后) .  After Emperor Xuanzong ascended the throne ,  he gave the title """"Prince of Sui"""" (遂王) to Ningjiasu .  Emperor Xuanzong's eldest son and heir apparent ,  Wanyan Shouzhong (完顏守忠) ,  as well as Wanyan Shouzhong's son ,  both died prematurely ,  so in 1216 Emperor Xuanzong declared Ningjiasu ,  his next oldest surviving son ,  as his heir apparent .  Ningjiasu chose for himself the sinicized name """"Shouxu"""" (守緒) . When Emperor Xuanzong died in January 1224 ,  Wanyan Shouxu inherited the throne and became historically known as Emperor Aizong .     Emperor Aizong sensed that his doom was near but did not want to be remembered by history as the last emperor of the Jin dynasty ,  so he announced his decision to abdicate and pass his throne to Wanyan Chenglin (Wanyan Chengyi's brother) .  Wanyan Chenglin refused to accept ,  but the emperor insisted and said ,  """"I am fat and unable to ride on horseback into battle .  If the city falls ,  it will be difficult for me to escape on horseback .  You ,  on the other hand ,  are physically fit and strong .  Moreover ,  you are a talented military leader .  If you manage to escape ,  you can ensure that the dynasty lives on ,  and make a comeback in the future .  This is my wish . """" Wanyan Chenglin reluctantly accepted .  Aizong later committed suicide by hanging himself .  When Wanyan Chenglin received news of Emperor Aizong's death ,  he gathered his followers and held a ceremony to mourn the emperor and posthumously honor him with the temple name """"Aizong"""" .  By the time the ceremony ended ,  Caizhou had been overrun by Mongol forces .  Wanyan Chenglin was killed in action .  His death marked the end of the Jin dynasty . Emperor Aizong's remains were divided between the Mongol general Taghachar and the Song general Meng Gong (孟珙) .  Taghachar obtained Emperor Aizong's hands while the rest of the emperor's remains were taken back to Lin'an (臨安 ;  present-day Hangzhou ,  Zhejiang Province) ,  the capital of the Southern Song dynasty ,  and offered as a sacrifice in the Song emperors' ancestral temple .  Hong Zikui (洪咨夔) opposed his remains being sacrificed and instead proposed having Emperor Aizong's remains buried in a prison vault .  The Song imperial court eventually heeded Hong Zikui's suggestion and buried Emperor Aizong . Rashid-al-Din Hamadani's Jami' al-tawarikh provided a different account of the fate of Emperor Aizong's remains :  It stated that the emperor's body was cremated by his personal bodyguards and the ashes were dumped into the river .  "
*** "*page_ Nobu_Jo" "*cat_ Suicide_prevention" " Nobu Jo was born in Ehime prefecture on October 18 ,  1872 .   Jo was founder and head of the Kobe Woman's Welfare Association (Kobe Fujin Dojokai) .  She was known for her suicide prevention campaign . Jo and her organization also started a kindergarten ,  and assisted domestic violence survivors .  She sheltered hundreds of women from abuse in a Kobe residence she established for the purpose ,  and once telling an angry man with a knife ,  """"You may have your wife back just as soon as you become a decent man and deserve her . """"  "
*** "*page_ Iván_Noel" "*cat_ Suicides_in_Argentina" " Noel was born in 1968 in Beirut .  His mother was Australian and his father was of French and British descent .  He was fluently triligual . He had a BA in music and education from the University of York ,  specializing in soundtrack composition ,  having studied amongst others with Wilfred Josephs ,  and began his career as professor in the field of music ,  composing and giving concerts as a solo classical guitarist and piano accompanist in Paris .    On 19 July 2021 ,  Noel died by suicide in Alta Gracia ,  at the age of 52 .  He left a farewell video .  "
*** "*page_ Iván_Noel" "*cat_ Suicides_in_Argentina" " Noel was born in 1968 in Beirut .  His mother was Australian and his father was of French and British descent .  He was fluently triligual . He had a BA in music and education from the University of York ,  specializing in soundtrack composition ,  having studied amongst others with Wilfred Josephs ,  and began his career as professor in the field of music ,  composing and giving concerts as a solo classical guitarist and piano accompanist in Paris .    On 19 July 2021 ,  Noel died by suicide in Alta Gracia ,  at the age of 52 .  He left a farewell video .  "
*** "*page_ Nogi_Maresuke" "*cat_ Joint_suicides" " Nogi was born as the son of a samurai at the Edo residence (present day Tokyo) of the Chōfu clan from Chōshū (present day Yamaguchi Prefecture) .  He was born on November 11 ,  1849 ,  according to the old Japanese lunar calendar ,  or Christmas day ,  according to the new one .  His childhood name was Mujin ,  literally """"no one"""" ,  to prevent evil spirits from coming to harm him .  On turning 18 ,  he was renamed  Nogi Bunzō .     "
*** "*page_ Nogi_Maresuke" "*cat_ Joint_suicides" " Nogi was born as the son of a samurai at the Edo residence (present day Tokyo) of the Chōfu clan from Chōshū (present day Yamaguchi Prefecture) .  He was born on November 11 ,  1849 ,  according to the old Japanese lunar calendar ,  or Christmas day ,  according to the new one .  His childhood name was Mujin ,  literally """"no one"""" ,  to prevent evil spirits from coming to harm him .  On turning 18 ,  he was renamed  Nogi Bunzō .     "
*** "*page_ Charles_Eliot_Norton" "*cat_ Euthanasia_in_the_United_States" " Norton was born in 1827 at Cambridge ,  Massachusetts .   His father ,  Andrews Norton (1786–1853) ,  was a Unitarian theologian ,  and Dexter professor of sacred literature at Harvard ;  his mother was Catherine Eliot ,  a daughter of the merchant Samuel Eliot .  Charles William Eliot ,  president of Harvard ,  was his cousin .  Norton graduated from Harvard in 1846 ,  where he was a member of the Hasty Pudding ,  and started in business with an East Indian trading firm in Boston ,  travelling to India in 1849 . After a tour in Europe ,  where he was influenced by John Ruskin and pre-Raphaelite painters ,  he returned to Boston in 1851 ,  and devoted himself to literature and art .  He translated Dante's Vita Nuova (1860 and 1867) and the Divina Commedia (1891-91-92 ,  3 vols ,  1902 being the publication year of Norton's thorough final edit) .  He worked tirelessly as secretary to the Loyal Publication Society during the Civil War ,  communicating with newspaper editors across the country .  These included journalist Jonathan Baxter Harrison ,  who became a lifelong friend . From 1864 to 1868 ,  he edited the highly influential magazine North American Review ,  in association with James Russell Lowell .  In 1861 he and Lowell had helped Henry Wadsworth Longfellow in his translation of Dante and in the starting of the informal Dante Club .     "
*** "*page_ Himilco_(general)" "*cat_ Ancient_people_who_committed_suicide" " Nothing is known about the early life or family of Himilco .  His family had been active in Carthaginian politics since 550 BC ,  expanding the empire in Sicily ,  Africa ,  Iberia and Sardinia during between 550 BC and 480 BC .  The power of the position of """"king"""" diminished after the defeat of his grandfather Hamilcar Mago at Himera in 480 BC with the rise of the council of Hundred and Four with the power to try and punish Carthaginian commanders .  The Magonid family continued to be active in Carthaginian foreign affairs while Himilco was alive . Himilco's father ,  probably Hanno ,  Hannibal Mago was elected """"king"""" for his successes in Sicily .     "
*** "*page_ Lawrence_Oates" "*cat_ Suicides_by_freezing" " Oates was born in Putney ,  Surrey ,  in 1880 ,  the elder son of William Edward Oates ,  FRGS ,  and Caroline Annie ,  daughter of Joshua Buckton ,  of West Lea ,  Meanwood ,  Leeds .  The Oates family were wealthy landed gentry ,  having had land at Dewsbury and Leeds since the 16th century ;  William Oates moved the family to Gestingthorpe ,  Essex in 1891 An uncle was the naturalist and African explorer Frank Oates . Oates lived in Putney from 1885–1891 .  He was one of the first pupils to attend the nearby Willington School .  He went on to Eton College but left after less than two years owing to ill health .  His father died of typhoid fever in Madeira in 1896 .    According to Scott's diary entry of 16 or 17 March (Scott was unsure of the date but thought the 16th correct) ,  Oates had walked out of the tent the previous day into a −40°F (−40°C) blizzard to his death .  Scott wrote in his diary :  """"We knew that poor Oates was walking to his death ,  but though we tried to dissuade him ,  we knew it was the act of a brave man and an English gentleman . """"Scott ,  Wilson and Bowers continued onwards for a further 20 miles (32km) towards the One Ton food depot that could save them but were halted at latitude 79°40'S by a fierce blizzard on 20March .  Trapped in their tent and too weak and cold to continue ,  they died nine days later ,  eleven miles (18km) short of their objective .  Their frozen bodies were discovered by a search party on 12November ;  Oates's body was never found .  Near where he was presumed to have died ,  the search party erected a cairn and cross bearing the inscription :  """"Hereabouts died a very gallant gentleman ,  Captain L . E . G .  Oates ,  of the Inniskilling Dragoons .  In March1912 ,  returning from the Pole ,  he walked willingly to his death in a blizzard ,  to try and save his comrades ,  beset by hardships . """" "
*** "*page_ Lawrence_Oates" "*cat_ Suicides_by_freezing" " Oates was born in Putney ,  Surrey ,  in 1880 ,  the elder son of William Edward Oates ,  FRGS ,  and Caroline Annie ,  daughter of Joshua Buckton ,  of West Lea ,  Meanwood ,  Leeds .  The Oates family were wealthy landed gentry ,  having had land at Dewsbury and Leeds since the 16th century ;  William Oates moved the family to Gestingthorpe ,  Essex in 1891 An uncle was the naturalist and African explorer Frank Oates . Oates lived in Putney from 1885–1891 .  He was one of the first pupils to attend the nearby Willington School .  He went on to Eton College but left after less than two years owing to ill health .  His father died of typhoid fever in Madeira in 1896 .    According to Scott's diary entry of 16 or 17 March (Scott was unsure of the date but thought the 16th correct) ,  Oates had walked out of the tent the previous day into a −40°F (−40°C) blizzard to his death .  Scott wrote in his diary :  """"We knew that poor Oates was walking to his death ,  but though we tried to dissuade him ,  we knew it was the act of a brave man and an English gentleman . """"Scott ,  Wilson and Bowers continued onwards for a further 20 miles (32km) towards the One Ton food depot that could save them but were halted at latitude 79°40'S by a fierce blizzard on 20March .  Trapped in their tent and too weak and cold to continue ,  they died nine days later ,  eleven miles (18km) short of their objective .  Their frozen bodies were discovered by a search party on 12November ;  Oates's body was never found .  Near where he was presumed to have died ,  the search party erected a cairn and cross bearing the inscription :  """"Hereabouts died a very gallant gentleman ,  Captain L . E . G .  Oates ,  of the Inniskilling Dragoons .  In March1912 ,  returning from the Pole ,  he walked willingly to his death in a blizzard ,  to try and save his comrades ,  beset by hardships . """" "
*** "*page_ Yukiko_Okada" "*cat_ Suicides_in_Tokyo" " Okada was born as Satō Kayo  Okada made her debut in 1984 , Okada won Rookie of the Year in the year of her debut , Okada played the leading role in her first television drama Kinjirareta Mariko (The Forbidden Mariko) ,  in 1985 .  Her 1986 single """"Kuchibiru Network"""" On April 8 ,  1986 ,  Okada was found with a slashed wrist in her gas-filled Tokyo apartment ,  crouching in a closet and crying . In a 2016 article on the Asahi Weekly ,  Sun Music former managing director Tokio Fukuda recalled that Sun Music founder Hideyoshi Aizawa called him to pick up Okada from the hospital .  When he met her ,  she was crying softly .  He then asked her where she wanted to go :  to her parents' home in Nagoya ,  her apartment ,  or the office .  She replied that the office was good ,  so she was brought to the sixth floor of the Sun Music building .  Aizawa then called Fukuda ,  leading him to step out . While Fukuda ,  the management director and the staff were discussing how to avoid a media scandal , The reason for the suicide is still unknown .  Okada was reported to have been """"Okada's remains were cremated ,  "
*** "*page_ Yukiko_Okada" "*cat_ Suicides_in_Tokyo" " Okada was born as Satō Kayo  Okada made her debut in 1984 , Okada won Rookie of the Year in the year of her debut , Okada played the leading role in her first television drama Kinjirareta Mariko (The Forbidden Mariko) ,  in 1985 .  Her 1986 single """"Kuchibiru Network"""" On April 8 ,  1986 ,  Okada was found with a slashed wrist in her gas-filled Tokyo apartment ,  crouching in a closet and crying . In a 2016 article on the Asahi Weekly ,  Sun Music former managing director Tokio Fukuda recalled that Sun Music founder Hideyoshi Aizawa called him to pick up Okada from the hospital .  When he met her ,  she was crying softly .  He then asked her where she wanted to go :  to her parents' home in Nagoya ,  her apartment ,  or the office .  She replied that the office was good ,  so she was brought to the sixth floor of the Sun Music building .  Aizawa then called Fukuda ,  leading him to step out . While Fukuda ,  the management director and the staff were discussing how to avoid a media scandal , The reason for the suicide is still unknown .  Okada was reported to have been """"Okada's remains were cremated ,  "
*** "*page_ Alfréd_Bartoš" "*cat_ Suicides_in_Czechoslovakia" " On 23 September 1916 Bartoš was born in Vienna to Adolf Bartoš and Antonia Bartoš .  After World War I ended ,  they moved to Sezemice (6km from the city of Pardubice) .  In 1930 Bartoš graduated from middle school and continued his studies at a local high school ,  where he was one of the best students .  He graduated in 1935 ,  with honors .     "
*** "*page_ Alfréd_Bartoš" "*cat_ Suicides_in_Czechoslovakia" " On 23 September 1916 Bartoš was born in Vienna to Adolf Bartoš and Antonia Bartoš .  After World War I ended ,  they moved to Sezemice (6km from the city of Pardubice) .  In 1930 Bartoš graduated from middle school and continued his studies at a local high school ,  where he was one of the best students .  He graduated in 1935 ,  with honors .     "
*** "*page_ Akio_Chiba" "*cat_ Artists_who_committed_suicide" " On 29 January 1943 ,  Chiba was born in Shenyang ,  Manchukuo (now part Liaoning ,  China) . His father worked in a paper factory in China .  Chiba had two brothers ,  Tetsuya Chiba and Shigeyuki Chiba . At the end of the Sino-Japanese War ,  Chiba's family lived in the attic of a work-acquaintance of his father until they could find a way to get back to Japan .    Chiba was known for publishing his works in both shōnen and shōjo magazines .  Chiba made his professional debut in 1967 with his manga Sabu to Chibi while working as an assistant to his older brother ,  Tetsuya .  In 1977 ,  he won the 22nd Shogakukan Manga Award for shōnen for his work on Captain and Play Ball .   "
*** "*page_ Adolf_Opálka" "*cat_ Forced_suicides" " Opálka was born in Rešice near Dukovany the illegitimate son of miller Viktor Jarolím (1889–1942) of Tulešice and Anežka Opálková . Between 1932 and 1936 ,  Opálka studied at the Commercial Academy and ,  shortly after his graduation in 1936 ,  he joined the army of Czechoslovakia .  Opálka served in Sidi Bel Abbes as a sergeant of the 1st Infantry Regiment .  Later ,  he joined Senegal's Gunmen in Oran . Opálka's fiancée spoke about this period of his life : Shortly before he left he burned all our correspondence ,  I did the same on his request .  In the morning before he left ,  I photographed him for the last time .  The picture is unhappy just like the departure itself ,  because we didn't know what he was putting himself into…    "
*** "*page_ Joe_Orton" "*cat_ Murder–suicides_in_the_United_Kingdom" " Orton was born on 1 January 1933 at Causeway Lane Maternity Hospital ,  Leicester ,  to William Arthur Orton and Elsie Mary Orton (née Bentley) .  William worked for Leicester County Borough Council as a gardener and Elsie worked in the local footwear industry until tuberculosis cost her a lung .  At the time of Joe's birth William and Mary were living with William's family at 261 Avenue Road Extension in Clarendon Park ,  Leicester .  The same year that Joe's younger brother Douglas was born ,  1935 ,  the Ortons moved to 9 Fayrhurst Road on the Saffron Lane Estate ,  a council estate .  Orton's younger sisters Marilyn and Leonie were born in 1939 and 1944 respectively . Orton attended Marriot Road Primary School ,  but failed the eleven-plus exam after extended bouts of asthma ,  and so took a secretarial course at Clark's College in Leicester from 1945 to 1947 .  He began working as a junior clerk for £3 a week . Orton became interested in performing in theatre around 1949 and joined a number of dramatic societies ,  including the Leicester Dramatic Society .  While working on amateur productions he was determined to improve his appearance and physique ,  buying bodybuilding courses ,  taking elocution lessons .  He was accepted for a scholarship at the Royal Academy of Dramatic Art (RADA) in November 1950 ,  and he left the East Midlands for London .  His entrance into RADA was delayed until May 1951 by appendicitis . Orton met Kenneth Halliwell at RADA in 1951 and moved into a West Hampstead flat with him and two other students in June of that year .  Halliwell was seven years older than Orton ;  they quickly formed a strong relationship and became lovers . After graduating ,  both Orton and Halliwell went into regional repertory work :  Orton spent four months in Ipswich as an assistant stage manager ;  Halliwell in Llandudno ,  Wales .  Both returned to London and began to write together .  They collaborated on a number of unpublished novels (often imitating Ronald Firbank) with no success at gaining publication .  The rejection of their great hope ,  The Last Days of Sodom ,  in 1957 led them to solo works .  Orton wrote his last novel ,  The Vision of Gombold Proval (posthumously published as Head to Toe) ,  in 1959 .  He later drew on these manuscripts for ideas ;  many show glimpses of his stage-play style . Confident of their """"specialness , """" Orton and Halliwell refused to work for long periods .  They subsisted on Halliwell's money (and unemployment benefits) and were forced to follow an ascetic life to restrict their spending to £5 a week .  From 1957 to 1959 ,  they worked in six-month stretches at Cadbury's to raise money for a new flat ;  they moved into a small ,  austere flat at 25 Noel Road in Islington in 1959 .     "
*** "*page_ Otto_Antonius" "*cat_ Suicides_in_Germany" " Otto Antonius was the eldest of five children .  His father was Protestant minister a native of Transylvania .  Otto was named after the German chancellor Otto von Bismarck . He attended classical grammar school in Vienna and studied in particular natural sciences ,  zoology and palaeontology at the University of Vienna .  During his years of study ,  Antonius joined a nationalist fraternity ,  named “Silesia” which strove for a Pan-German solution .  His father and three of his brothers were also members of this student organisation . In 1910 he received his PhD and started to work for Professor Othenio Abel as scientific assistant at the chair of palaeobiology .  Until 1918 he served in World War I as lieutenant and liaison officer .  He received several medals :  the Eisernes Kreuz ,  the Eiserner Halbmond and the Silberne Tapferkeitsmedaille . In 1919 he resumed his scientific work as assistant professor .  The same year he received his habilitation from the University of Vienna ,  in 1921 from the University of Agriculture . In 1922 he married Margarethe von Tunner ,  they had two daughters .     "
*** "*page_ Otto_Antonius" "*cat_ Suicides_in_Germany" " Otto Antonius was the eldest of five children .  His father was Protestant minister a native of Transylvania .  Otto was named after the German chancellor Otto von Bismarck . He attended classical grammar school in Vienna and studied in particular natural sciences ,  zoology and palaeontology at the University of Vienna .  During his years of study ,  Antonius joined a nationalist fraternity ,  named “Silesia” which strove for a Pan-German solution .  His father and three of his brothers were also members of this student organisation . In 1910 he received his PhD and started to work for Professor Othenio Abel as scientific assistant at the chair of palaeobiology .  Until 1918 he served in World War I as lieutenant and liaison officer .  He received several medals :  the Eisernes Kreuz ,  the Eiserner Halbmond and the Silberne Tapferkeitsmedaille . In 1919 he resumed his scientific work as assistant professor .  The same year he received his habilitation from the University of Vienna ,  in 1921 from the University of Agriculture . In 1922 he married Margarethe von Tunner ,  they had two daughters .     "
*** "*page_ David_Parish" "*cat_ Suicides_by_drowning" " Parish was born on December 4 ,  1778 in Hamburg ,   then known as the Free Imperial City of Hamburg and a state of the Holy Roman Empire .  He is the grandson of Scottish merchant John Parish ,  who had transferred his business to Hamburg from Leith ,  Scotland in the 1750s .     "
*** "*page_ David_Parish" "*cat_ Suicides_by_drowning" " Parish was born on December 4 ,  1778 in Hamburg ,   then known as the Free Imperial City of Hamburg and a state of the Holy Roman Empire .  He is the grandson of Scottish merchant John Parish ,  who had transferred his business to Hamburg from Leith ,  Scotland in the 1750s .     "
*** "*page_ Simon_Paskal" "*cat_ Suicides_in_New_York_City" " Paskal was the son of a blacksmith ,  and worked for his father as a youth ;  due to his excellent singing voice he also became a choirboy for Cantor Abraham Osher in Galați .     "
*** "*page_ Simon_Paskal" "*cat_ Suicides_in_New_York_City" " Paskal was the son of a blacksmith ,  and worked for his father as a youth ;  due to his excellent singing voice he also became a choirboy for Cantor Abraham Osher in Galați .     "
